8300
# tracer: nop
#
# entries-in-buffer/entries-written: 13548/13548   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
          <idle>-0     [000] dNs. 578005.392146: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578005.392149: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578005.865430: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578005.865434: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578006.078652: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
             cut-10080 [000] dNs. 578006.081566: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
             cut-10080 [000] .... 578006.082241: sched_process_exit: comm=cut pid=10080 prio=120
             cut-10080 [000] d... 578006.082257: sched_wakeup: comm=sh pid=10076 prio=120 success=1 target_cpu=001
             cut-10082 [000] d... 578006.085240: sched_wakeup: comm=cut pid=10083 prio=120 success=1 target_cpu=001
             cut-10082 [000] d... 578006.085404: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=004
             cut-10082 [000] .... 578006.085432: sched_process_exit: comm=cut pid=10082 prio=120
             cut-10082 [000] d... 578006.085451: sched_wakeup: comm=sh pid=10078 prio=120 success=1 target_cpu=000
              sh-10085 [000] .... 578006.087602: sched_process_exit: comm=sh pid=10085 prio=120
              sh-10090 [000] dNs. 578006.088569: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10090 [000] dN.. 578006.088703: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
         rcuos/2-10    [000] d... 578006.109602: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=003
          <idle>-0     [000] dNs. 578006.115584: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578006.115586: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578006.254904: sched_wakeup: comm=gnome-settings- pid=20691 prio=120 success=1 target_cpu=000
 gnome-settings--20691 [000] d... 578006.254998: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=004
         rcuos/0-8     [000] d... 578006.260692: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578006.266674: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578006.266678: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578006.322708: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
         rcuos/4-12    [000] d... 578006.560383: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578006.565852: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578006.565856: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578006.581880: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=003
          <idle>-0     [000] dNs. 578006.886046: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578006.886049: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10094 [000] dNs. 578007.082168: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10094 [000] dNs. 578007.082172: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10094 [000] d... 578007.083646: sched_wakeup_new: comm=sh pid=10097 prio=120 success=1 target_cpu=007
              sh-10094 [000] d... 578007.083810: sched_wakeup_new: comm=sh pid=10098 prio=120 success=1 target_cpu=001
              sh-10094 [000] d... 578007.083964: sched_wakeup_new: comm=sh pid=10099 prio=120 success=1 target_cpu=007
              sh-10101 [000] .... 578007.088256: sched_process_exit: comm=sh pid=10101 prio=120
              sh-10107 [000] dN.. 578007.089558: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
         rcuos/4-12    [000] d... 578007.093192: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 578007.096187: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=002
         rcuos/4-12    [000] d... 578007.102196: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578007.108183: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578007.108185: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578007.114201: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578007.333318: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
         rcuos/4-12    [000] d... 578007.384621: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578007.390352: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578007.390354: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578007.554325: sched_wakeup: comm=goa-daemon pid=1835 prio=120 success=1 target_cpu=000
      goa-daemon-1835  [000] .... 578007.554356: sys_futex(uaddr: 17c1850, op: 1, val: 1, utime: 0, uaddr2: 0, val3: 17c1d10)
      goa-daemon-1835  [000] d... 578007.554363: sched_wakeup: comm=pool pid=1839 prio=120 success=1 target_cpu=002
      goa-daemon-1835  [000] .... 578007.554364: sys_futex -> 0x1
       rcu_sched-7     [000] d... 578007.559464: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=003
          <idle>-0     [000] dNs. 578007.562455: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578007.562459: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578007.578464: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 578007.896668: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578007.923673: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10110 [000] dNs. 578008.083772: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10110 [000] dNs. 578008.083776: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
              sh-10110 [000] d... 578008.085429: sched_wakeup_new: comm=sh pid=10113 prio=120 success=1 target_cpu=007
              sh-10110 [000] d... 578008.085595: sched_wakeup_new: comm=sh pid=10114 prio=120 success=1 target_cpu=007
              sh-10110 [000] d... 578008.085737: sched_wakeup_new: comm=sh pid=10116 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578008.086785: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
              sh-10115 [000] d... 578008.088584: sched_wakeup_new: comm=sh pid=10119 prio=120 success=1 target_cpu=007
              sh-10115 [000] d... 578008.088740: sched_wakeup_new: comm=sh pid=10120 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578008.089772: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578008.089775: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
     kworker/0:1-1492  [000] d... 578008.089789: sched_wakeup: comm=kworker/3:2 pid=7744 prio=120 success=1 target_cpu=003
         rcuos/0-8     [000] d... 578008.091800: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
             cut-10122 [000] d... 578008.092725: sched_wakeup: comm=cut pid=10123 prio=120 success=1 target_cpu=002
             cut-10122 [000] .... 578008.092859: sched_process_exit: comm=cut pid=10122 prio=120
             cut-10122 [000] d... 578008.092875: sched_wakeup: comm=sh pid=10118 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 578008.106795: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 578008.106797: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578008.106799: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578008.109785: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578008.109787: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578008.127808: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578008.133798: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578008.133800: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578008.248548: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 578008.253889: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
         rcuos/2-10    [000] d... 578008.253891: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=003
         rcuos/2-10    [000] d... 578008.259889: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578008.392954: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578008.392957: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578008.850233: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
         rcuos/4-12    [000] d... 578008.894277: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578008.900261: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578008.900266: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10126 [000] dNs. 578009.085376: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10126 [000] d... 578009.086385: sched_wakeup_new: comm=sh pid=10129 prio=120 success=1 target_cpu=007
              sh-10126 [000] d... 578009.086552: sched_wakeup_new: comm=sh pid=10130 prio=120 success=1 target_cpu=001
              sh-10126 [000] d... 578009.086695: sched_wakeup_new: comm=sh pid=10131 prio=120 success=1 target_cpu=007
       rcu_sched-7     [000] d... 578009.087391: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=000
              sh-10133 [000] dNs. 578009.090379: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10133 [000] dNs. 578009.090382: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
              sh-10133 [000] .... 578009.091030: sched_process_exit: comm=sh pid=10133 prio=120
              sh-10139 [000] dN.. 578009.092425: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
         rcuos/4-12    [000] d... 578009.100403: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=002
         rcuos/2-10    [000] d... 578009.106410: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
         rcuos/4-12    [000] d... 578009.112406: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578009.118395: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578009.118397: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578009.124412: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578009.136402: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578009.136404: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 578009.248365: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578009.400564: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578009.400568: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578009.436584: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578009.436588: sched_wakeup: comm=jbd2/dm-0-8 pid=501 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578010.083038: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
              sh-10142 [000] dNs1 578010.085979: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10142 [000] d... 578010.087188: sched_wakeup_new: comm=sh pid=10145 prio=120 success=1 target_cpu=007
              sh-10142 [000] d... 578010.087348: sched_wakeup_new: comm=sh pid=10146 prio=120 success=1 target_cpu=001
              sh-10142 [000] d... 578010.087479: sched_wakeup_new: comm=sh pid=10148 prio=120 success=1 target_cpu=002
             cut-10148 [000] d... 578010.088085: sched_wakeup: comm=cut pid=10146 prio=120 success=1 target_cpu=005
             cut-10148 [000] .... 578010.089684: sched_process_exit: comm=cut pid=10148 prio=120
             cut-10148 [000] d... 578010.089701: sched_wakeup: comm=sh pid=10142 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 578010.089992: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=003
              sh-10150 [000] dNs. 578010.090982: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10150 [000] d... 578010.091853: sched_wakeup: comm=cut pid=10152 prio=120 success=1 target_cpu=002
              sh-10150 [000] d... 578010.092645: sched_wakeup_new: comm=sh pid=10153 prio=120 success=1 target_cpu=007
              sh-10150 [000] d... 578010.092803: sched_wakeup_new: comm=sh pid=10154 prio=120 success=1 target_cpu=001
              sh-10150 [000] d... 578010.092940: sched_wakeup_new: comm=sh pid=10155 prio=120 success=1 target_cpu=007
              sh-10150 [000] d.s. 578010.092982: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=002
              sh-10150 [000] .... 578010.095301: sched_process_exit: comm=sh pid=10150 prio=120
         rcuos/6-14    [000] d... 578010.096008: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=002
         rcuos/6-14    [000] d... 578010.105005: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 578010.114003: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 578010.114005: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 578010.116995: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578010.116997: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 578010.396162: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578010.396166: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578010.897484: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 578010.903467: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 578010.903472: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dN.. 578011.084994: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
              sh-10158 [000] dNs. 578011.087582: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dN.. 578011.087841: sched_wakeup: comm=sh pid=10158 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dN.. 578011.087874: sched_wakeup: comm=sh pid=10158 prio=120 success=1 target_cpu=000
              sh-10158 [000] d... 578011.088800: sched_wakeup_new: comm=sh pid=10161 prio=120 success=1 target_cpu=001
              sh-10158 [000] d... 578011.088963: sched_wakeup_new: comm=sh pid=10162 prio=120 success=1 target_cpu=007
              sh-10158 [000] d... 578011.089100: sched_wakeup_new: comm=sh pid=10163 prio=120 success=1 target_cpu=001
              sh-10158 [000] dNs. 578011.091586: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10158 [000] dNh. 578011.091608: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
              sh-10158 [000] .... 578011.091682: sched_process_exit: comm=sh pid=10158 prio=120
            tmux-10165 [000] dN.. 578011.092661: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
              sh-10164 [000] .... 578011.093846: sched_process_exit: comm=sh pid=10164 prio=120
             cut-10171 [000] .... 578011.096896: sched_process_exit: comm=cut pid=10171 prio=120
             cut-10171 [000] d... 578011.096911: sched_wakeup: comm=sh pid=10166 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 578011.098600: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=005
